Text,Summary
"ছাত্রজীবন আমাদের ভবিষ্যৎ-জীবনের বীজ বপনের সময়। এ সময় যে যেমন বীজ বপন করবে, ভবিষ্যৎ-জীবনে সে সেরূপ ফল ভোগ করবে। এ সময় যদি আমরা নিষ্ঠার সঙ্গে জ্ঞানের অনুশীলন করে যাই তবে ভবিষ্যৎ সম্ভাবনাময় হবে। আর যদি হেলায় সময় কাটিয়ে দেই, তাহলে জীবনের মহৎ উদ্দেশ্য ব্যর্থ হতে বাধ্য। যে শিক্ষা জীবন ও জীবিকার পথে কল্যাণকর, যে শিক্ষা মানুষকে উন্নত চরিত্রের অধিকারী করে, তাই সর্বোৎকৃষ্ট শিক্ষা। ছাত্রদের জীবন গঠনে শিক্ষকসমাজ গুরুত্বপূর্ণ দায়িত্ব পালন করেন। তাঁদের সুষ্ঠু পরিচালনার মধ্যে দিয়েই ছাত্রদের জীবন গঠিত হয় এবং উন্মুক্ত হয় মহত্তর সম্ভাবনার পথ।
","আমাদের ভবিষ্যৎ জীবনের সাফল্য-ব্যর্থতা ছাত্রজীবনের ওপরই নির্ভর করে। জীবন, জীবিকা এবং উন্নত চরিত্র গঠনের পক্ষে সহায়ক এমন শিক্ষাই ছাত্রদেরকে প্রদান করা উচিত। আর এ পথে শিক্ষার্থীদের পরিচালনা করে তাদের কাক্সিক্ষত লক্ষ্যে পৌঁছানোর পথ তৈরি করে দেওয়ার দায়িত্ব শিক্ষকসমাজের। 
"
"জাতি শুধু বাইরের ঐশ্বর্য-সম্ভার, দালান-কোঠার সংখ্যাবৃদ্ধি কিংবা সামরিক শক্তির অপরাজেয়তায় বড় হয় না, বড় হয় অন্তরের শক্তিতে, নৈতিক চেতনায় আর জীবনপন করে অন্যায়ের বিরুদ্ধে দাঁড়ানোর ক্ষমতায়। জীবনের মূল্যবোধ ছাড়া জাতীয় সত্তার ভিত কখনও শক্ত আর দৃঢ়মূল হতে পারে না। মূল্যবোধ জীবনাশ্রয়ী হয়ে জাতির সর্বাঙ্গে ছড়িয়ে পড়লেই তবে জাতি অর্জন করে মহত্ত্ব আর মহৎ কর্মের যোগ্যতা।
","বাহ্যিক ঐশ্বর্য এবং ক্ষমতার বলে কোনো জাতি বড় হয়ে ওঠে না। অন্তরের শক্তি, নৈতিকতা, অন্যায়ের বিরুদ্ধে দাঁড়ানোর ক্ষমতা এবং মূল্যবোধ অর্জনই একটি জাতিকে বড় করে তোলে। আর এভাবেই সে জাতি অর্জন করে মহত্ত্ব এবং মহৎ কর্মের যোগ্যতা। "
"জাতিকে শক্তিশালী, শ্রেষ্ঠ, ধন-সম্পদশালী, উন্নত ও সুখী করতে হলে শিক্ষা ও জ্ঞান বর্ষার বারিধারার মতো সর্বসাধারণের মধ্যে সমভাবে বিতরণ করতে হবে। দেশে সরল ও সহজ ভাষার নানা প্রকারের পুস্তক প্রচারের দ্বারা এ কার্য সিদ্ধ হয়। শক্তিশালী দৃষ্টিসম্পন্ন মহাপুরুষদের লেখনীর প্রভাবে একটি জাতির মানসিক ও পার্থিব অবস্থার পরিবর্তন অপেক্ষাকৃত অল্পসময়ে সংশোধিত হয়ে থাকে। দেশের প্রত্যেক মানুষ তার ভুল ও কুসংস্কার, অন্ধতা ও জড়তা, হীনতা ও সংকীর্ণতা পরিহার করে একটি বিনয় মহিমোজ্জ্বল উচ্চ জীবনের ধারণা করতে শেখে। মনুষ্যত্ব ও ন্যায়ের প্রতিষ্ঠা করাই সে ধর্ম মনে করে আত্মমর্যাদাসম্পন্ন হয় এবং গভীর দৃষ্টি লাভ করে। তারপর বিরাট জাতির বিরাট বিরাট দেহে শক্তি জেগে ওঠে।
","কোনো জাতিকে সমৃদ্ধি অর্জন করতে হলে সর্বসাধারণকে শিক্ষা ও জ্ঞানের সমান সুযোগ দিতে হবে। সরল ভাষায় লিখিত বই প্রচারের মাধ্যমে এ কাজ সহজেই করা সম্ভব। এসকল বইয়ে থাকে মহাপুরুষদের শক্তিশালী দৃষ্টির স্পর্শ যা একটি জাতিকে তার সকল ক্ষুদ্রতা, সংকীর্ণতা পরিহার করে মানসিকভাবে সমুন্নত হতে সাহায্য করে। 

"
"জীবনের কল্যাণের জন্য, মানুষের সুখের জন্য এ জগতে যিনি কথা বলিয়া থাকেন তাহাই সাহিত্য।বাতাসের উপর কথা ও চিন্তা স্থায়ী হইতে পারে না মানব জাতি তাই অক্ষর আবিষ্কার করিয়াছে। মানুষের মূল্যবান কথা, উৎকৃষ্ট চিন্তাগুলি কোন যুগে পাথরে, কোন যুগে গাছের পাতায় এবং বর্তমানে কাগজে লিখিয়া রাখা হইয়া থাকে। যে নিতান্তই হতভাগা সেই সাহিত্যকে অনাদর করিয়া থাকে। সাহিত্যে মানুষের সকল আখাঙ্ক্ষার মীমাংসা হয়। তোমার আত্মা হইতে যেমন তুমি বিচ্ছিন্ন হইতে পার না, সাহিত্যকেও তেমনি তুমি অস্বীকার করিতে পার না উহাতে তোমার মৃত্যু, তোমার দুঃখ ও অসম্মান হয়।
","মানব কল্যাণে ও সুখের নিমিত্তে সুবিন্যস্ত কথামালার স্থায়িত্ব দেওয়ার জন্য লেখকগণ অক্ষর আবিষ্কার করেন। কালের পরিক্রমায় মানুষের মূল্যবান বাণী, উৎকৃষ্ট চিন্তা ও গবেষণা বিবর্তনের ধারাবাহিকতায় প্রস্তরখ খন্ডে, গাছের পাতায়, পশুর চামড়ায়, কাগজে, লিপিবদ্ধ হচ্ছে। সাহিত্য হিসেবে বিবেচিত সকল কথামালা জাতিসত্ত্বার আখাঙ্ক্ষারই প্রতিচ্ছবি। যার অপ্রয়োজনীয়তা অনুভব মূর্খতার শামিল। 
"
"জীবনের একটি প্রধান লক্ষণ হাসি ও আনন্দ। যার প্রত্যেক কাজে আনন্দ-স্ফুর্তি তার চেয়ে সুখী আর কেউ নয়। জীবনে যে পুরোপুরি আনন্দ ভোগ করতে জানে, আমি তাকে বরণ করি। স্থূল দৈনন্দিন কাজের ভেতর সে এমন একটা কিছুর সন্ধান পেয়েছে যা তার নিজের জীবনকে সুন্দর শোভন করেছে এবং পারিপার্শ্বিক দশ জনের জীবনকে উপভোগ্য করে তুলেছে। এই যে এমন একটা জীবনের সন্ধান যার ফলে সংসারকে মরুভূমি বোধ না হয়ে ফুলবাগান বলে মনে হয়, সে সন্ধান সকলের মেলে না। যার মেলে সে পরম ভাগ্যবান। এরূপ লোকের সংখ্যা যেখানে বেশি সেখান থেকে কলুষ বর্বরতা আপনি দূরে পালায়। সেখানে প্রেম, পবিত্রতা সর্বদা বিরাজ করে।
","হাসি-আনন্দ মানবজীবনের এমন একটি সম্পদ যার মাধ্যমে জীবন সুন্দর হয়ে ওঠে। এই হাসি ও আনন্দকে যে তার জীবনের সর্বক্ষেত্রে খুঁজে পেয়েছে তার মাধ্যমে কেবল তার নিজের জীবনই সুন্দর হয়নি চারপাশের মানুষের জীবনও হয়ে উঠেছে উপভোগ্য। এই সুখী মানুষের স্পর্শেই সমাজের কালিমা দূর হয়, সমাজ হয়ে ওঠে পবিত্র ও প্রেমময়। "
"জীবন বৃক্ষের শাখায় যে ফুল ফোটে তাই মনুষ্যত্ব। বৃক্ষের গোড়ায় জল ঢালতে হবে এই ফুলের দিকে লক্ষ রেখে। শুধু শুধু মাটির রস টেনে গাছটা মোটা হয়ে উঠবে, এই ভেবে কোনো মালী গাছের গোড়ায় জল ঢালে না। সমাজব্যবস্থাকেও ঠিক করতে হবে মানুষকে খাইয়ে-দাইয়ে মোটা করে তুলবার জন্য নয়, মানুষের অন্তরে মূল্যবোধ তথা সৌন্দর্য, প্রেম ও আনন্দ সম্বন্ধে চেতনা জাগিয়ে তুলবার উদ্দেশ্যে। যখন এই চেতনা মানুষের চিত্তে জাগে তখন এক আধ্যাত্মিক সুষমায় তার জীবন পরিপূর্ণ হয়ে ওঠে এবং তারই প্রতিফলনে সমস্ত জগৎ আলোময় হয়ে দেখা দেয়। ফলে মানুষ ইতর জীবনের গুরুভার থেকে মুক্তি পেয়ে নিজেকে লঘুপক্ষ প্রজাপতির মতো হালকা মনে করে।
","মানব জীবনের প্রকৃত লক্ষ্য হলো মনুষ্যত্ববোধ অর্জন। সৌন্দর্য, প্রেম, আনন্দ প্রভৃতির সমন্বয়ে যে মানবিক মূল্যবোধ গড়ে ওঠে তার জাগরণই সমাজব্যবস্থার লক্ষ্য হওয়া উচিত। এই মূল্যবোধ যার মধ্যে জাগ্রত হয় তার জীবন অপরিসীম সৌন্দর্যে ভরে ওঠে। তার হৃদয়ের আলোয় সমস্ত পৃথিবী আলোকিত হয়। 
"
"জীবনে সুখ-দুঃখের স্মৃতিতে মুখ লুকাইয়া একবারও কাঁদে নাই, সংসারে এরূপ লোক দেখা যায় না। সকল মনুষ্যেরই হৃদয়-তন্ত্রীতে এক একটি সুর কেমন লাগিয়া থাকে; সেই সুরে যেদিন আঘাত পড়ে, সেই দিন সহসা যেন তাহার জীবনে কী পরিবর্তন সাধিত হয়, তাহার হৃদয়ে মর্মে কী যেন ত্বড়িৎ স্রোত ছুটিয়া বেড়ায়, আপনাকে কোথাও যেন ধরিতে পাইয়া সে একবার পশ্চাতে ফিরিয়া দেখে, তাহার নয়ন বাহিয়া অশ্রুজল ঝরিতে থাকে। কিন্তু কোনখানে কবে কী আঘাত লাগিয়া তাহার হৃদয় চঞ্চল হইয়া ওঠে, সে কি তাহা বুঝিতে পারে/ সে আপনার মনে কাঁদিয়া যায়- না কাঁদিয়া থাকিতে পারে না।
",মানুষের হৃদয়তন্ত্রীতে প্রতিনিয়ত বিচিত্র অনুভূতি খেলা করে। কোনো অনুভূতি কোনো কারণে যদি আন্দোলিত হয় তবে আনন্দে বা বেদনায় তার অশ্রুসিক্ত বহিঃপ্রকাশ ঘটে। 
"জ্ঞান যে বাহুতে বল দেয়, জ্ঞানের তাই শ্রেষ্ঠ ফল নয়; জ্ঞানের চরম ফল যে তা চোখে আলো দেয়। জনসাধারণের চোখে জ্ঞানের আলো আনতে হবে, যাতে মানুষের সভ্যতার অমূল্য সৃষ্টি, তার জ্ঞান বিজ্ঞান, তার কাল্যকলা, তার মূল্য জানতে পারে। জনসাধারণ যে বঞ্চিত, সে কেবল অন্ন থেকে বঞ্চিত বলে নয়, তার পরম দুর্ভাগ্য যে সভ্যতার এইসব অমৃত থেকে সে বঞ্চিত। জনসাধারণকে যে শেখাবে একমাত্র অন্নই তার লক্ষ্য, মনে সে তার হিতৈষী হলেও কাজে তার স্থান জনসাধারণের বঞ্চকের দলে। পৃথিবীর যেসব দেশে আজ জনসংঘ মাথা তুলেছে, জনসাধারণের মধ্যে শিক্ষার প্রচারেই তা সম্ভব হয়েছে। তার কারণ কেবল এই নয় যে, শিক্ষার গুণে পৃথিবীর হালচাল বুঝতে পেরে জনসাধারণ জীবনযুদ্ধে জয়ের কৌশল আয়ত্ব করেছে। এর একটি প্রধান কারণ সংখ্যার অনুপাতে জনসাধারণের সমাজে শক্তি লাভের যা গুরুতর বাধা অর্থাৎ সভ্যতা লোপের আশঙ্কা, শিক্ষিত জনসাধারণের বিরুদ্ধে সে বাধার ভিত্তি ক্রমশই দুর্বল হয়ে আসে।
","শক্তির উৎস আলো, তেমনি জ্ঞানীরা আলোকিত এবং শক্তিশালী। শক্তি ও সামর্থের বিচারে জ্ঞানের অবস্থান সবার উপরে। সভ্যতার বীজ বুনন থেকে বিবর্তনের ধারাবাহিকতায় চরম উৎকর্ষতায় অবস্থান জ্ঞানাচর্চারই ফলাফল। জ্ঞানের আলোর অভাবে সভ্য সমাজেও আধুনিক বিজ্ঞানের বিশ্বয়কর উদ্ভাবনের সূফল থেকে বঞ্চিত মানুষের সংখ্যা কম নয়। যে জাতি যত বেশী জ্ঞানী সে জাতি তত বেশী উন্নত। "
"যথাসময়ে বে-আইনী বাড়ি দখলের ব্যাপারটা তদারক করবার জন্যে পুলিশ আসে। সেটা স্বাভাবিক্ দেশময় একটা ঘোর পরিবর্তনের আলোড়ন বটে, কিন্তু কোথাও যে রীতিমতো মগের মুল্লুক পড়েছে তা নয়। পুলিশ দেখে তারা ভাবে, পলাতক গৃহকর্তা কি বাড়ি উদ্ধারের জন্য সরকারের কাছে আবেদন করেছে? তবে সে কথা বিশ্বাস হয় না। দু-দিনের মধ্যে বাড়িটা খালি করে দিয়ে যে দেশ থেকে উধাও হয়ে গেছে বর্তমানে তার অন্যান্য গভীর সমস্যার কথা ভাববার আছে।
",যারা মহৎ তারা নিজ স্বার্থ নিয়ে ব্যস্ত থাকেন না। নিজ স্বার্থকে তুচ্ছ করে দেশ ও জাতির বৃহৎ ভাবনায় তারা সর্বদা ব্যাপৃত থাকেন।
"যাকে বলা হয় গোপন ও নীরব সাধনা তা বৃক্ষেই অভিব্যক্ত, নদীতে নয়। তাছাড়া বৃক্ষের সার্থকতার ছবি যত সহজে উপলব্ধি করতে পারি, নদীর সার্থকতার ছবি তত সহজে উপলব্ধি করা যায় না। নদী সাগরে পতিত হয় সত্য, কিন্তু তার ছবি আমরা প্রত্যহ দেখতে পাই না। বৃক্ষের ফুল ফোটানো ও ফল ধরানোর ছবি কিন্তু প্রত্যহ চোখে পড়ে। দোরের কাছে দাঁড়িয়ে থেকে সে অনবরত নতি, শান্তি ও সেবার বাণী প্রচার করে।
","নদী ও বৃক্ষ অভিন্ন সৌন্দর্য্য হলেও প্রকৃতির মঞ্চে নিজেদের উপস্থাপন করে ভিন্নভাবে। বৃক্ষ তার সব রহস্য দৃশ্যমান রেখে আমাদের দুয়ারে শান্তির স্তম্ভ হয়ে আছে অনুক্ষণ। কিন্তু নদীর সব রহস্য প্রতিনিয়ত আমাদের চোখে ধরা পড়ে না। 
"
"যাহারা স্বয়ং চেষ্টা করেন আল্লাহ তাহাদের সহায় হন। পৃথিবীতে যাহারা বড় লোক হইয়াছেন তাহাদের প্রত্যেকের জীবনী পাঠ করিলে আমরা এই শিক্ষাই পাইয়া থাকি। বিদ্যাই হউক আর ধনই হউক পরিশ্রম না করিলে কেহ তাহা লাভ করিতে পারে না। এক রাজপুত এক পন্ডিতকে বলিয়াছেন, ‘মহাশয় ! সাধারণ লোক পরিশ্রম করিয়া বিদ্যা লাভ করিয়া থাকে। আমি রাজপুত্র, পরিশ্রমে অভ্যস্ত নহি। আমার জন্য কি বিদ্যা অর্জনের কোনো সহজ পথ করিয়া দিতে পারেন না?’ পন্ডিত বলিলেন, ‘রাজার বা রাজপুত্রের জন্য বিদ্যা-শিক্ষার স্বতন্ত্র উপায় নাই।’ অনেক বালকই আছে যাহারা শিক্ষক মহোদয়ের সাহায্যের ওপর নির্ভর করিয়া থাকে। অভিধান খুলিয়া কষ্ট স্বীকার না করিয়া অর্থ-পুস্তকের সাহায্য গ্রহণ করে-এইরূপ লোক কখনও জগতে উন্নতি লাভ করিতে পারে না।
","পরিশ্রম ব্যতীত সার্থকতা লাভ করা যায় না। সৃষ্টিকর্তা পরিশ্রমী মানুষকেই সাহায্য করেন। জ্ঞানার্জন করতে হলেও পরিশ্রম করতে হয়। সাধারণ মানুষ থেকে রাজা, মহারাজা সকলের ক্ষেত্রে একই কথা প্রযোজ্য। "
"দুঃখ মানুষকে আত্মসচেতন ও সংগ্রামী করে। সংগ্রামী জীবনই মানুষকে ক্রমান্বয়ে উন্নতি ও অগ্রগতির পথে পরিচালিত করে। দুঃখ মানুষের সকল জড়তা ও দৈন্য দূর করে তাকে কর্মতৎপর করে। দুঃখের ভেতর দিয়ে মানুষ জীবন সাধনায় সিদ্ধি লাভ এবং বৃহৎকে উপলব্ধি করে। দুঃখের আগুনে পুড়ে মানুষের জীবন সকল প্রকার ক্লেদ ও গ্লানি থেকে মুক্ত হয়। পরশ-পাথর নিকৃষ্ট ধাতুকে স্বর্ণে পরিণত করে। দুঃখও তেমনি মাটির মানুষকে খাঁটি করে, সত্যাশ্রয়ী, আত্মসচেতন ও কর্মঠ করে। দুঃখের স্পর্শে মানুষের ভেতরকার আত্মসত্তা ও শক্তি জাগ্রত হয়।
","অগ্নিদহনে লোহা যেমন খাটি হয়, তেমনি দু:খের দহনে মানুষ আত্মপ্রত্যয়ী হয়। সুখ এবং দুঃখ একে অপরের পরিপূরক। দুঃখের কারণেই সুখের স্মৃতিগুলো এত মধুময়। দুঃখ-কষ্ট মানুষের জীবনকে উপলব্ধি করতে শেখায়। দুঃখের জন্য আফসোস নয় বরং দুঃখ থেকে সুখ লাভের শিক্ষাই সাধনায় সিদ্ধি লাভের একমাত্র মূলমন্ত্র
দুঃখই মানুষকে বৃহৎ করে, আপন বৃহত্ত্ব সম্বন্ধে জাগ্রত। 
"
"যাহা জ্ঞানের কথা তাহা প্রচার হইয়া গেলেই তাহার উদ্দেশ্য সফল হইয়া শেষ হইয়া যায়। মানুষের জ্ঞান সন্বন্ধে নতুন আবিষ্কারের দ্বারা পুরাতন আবিষ্কার আচ্ছন্ন হইয়া যাইতেছে। কাল যাহা পন্ডিতের অগম্য ছিল, আজ তাহা অর্বাচীন বালকের কাছেও নূতন নহে। যে সত্য নূতন বেশে বিপ্লব আনয়ন করে, সেই সত্য পুরাতন বেশে বিস্ময়মাত্র উদ্রেক করে না। আজ যে সকল তত্ত্ব মূঢ়ের নিকট পরিচিত, কোনোকালে যে তাহা পন্ডিতের নিকটও বিস্তর বাধাপ্রাপ্ত হইয়াছিল, ইহাই লোকের কাছে আশ্চর্য বলিয়া মনে হয়। কিন্ত হৃদয়ভাবের কথা প্রচারের দ্বারা পুরাতন হয় না। জ্ঞানের কথা একবার জানিলে আর জানিতে ইচ্ছা হয় না; আগুন গরম, সূর্য গোল, জল তরল ইহা একবার জানিলেই চুকিয়া যায়; দ্বিতীয়বার কেহ যদি তাহা আমাদের নূতন শিক্ষার মতো জানাইতে আসে তবে ধৈর্য রক্ষা করা কঠিন হয়। কিন্তু ভাবের কথা বারবার অনুভব করিয়া শান্তিবোধ হয় না-সূর্য যে পূর্বদিকে ওঠে, একথা আর আমাদের মন আকর্ষণ করে না কিন্তু সূর্যোদয়ের যে সৌন্দর্য ও আনন্দ তাহা জীবনসৃষ্টির পর হইতে আজ পর্যন্ত আমাদের কাছে অম্লান আছে। এমনকী অনুভূতি যত প্রাচীনকাল হইতে যত লোক পরম্পরার ওপর দিয়া প্রবাহিত হইয়া আসে, ততই তাহার গভীরতা বৃদ্ধি হয়ততই তাহা আমাদিগকে সহজে আবিষ্ট করিতে পারে।
","জ্ঞানের কথা একবার জানার পর তার প্রতি আর মানুষের আগ্রহ থাকে না। কিন্তু হৃদয়ভাবের কথা মানুষকে শ্রান্ত করে না, মানুষ কখনো তার প্রতি আগ্রহ হারায় না। জ্ঞান পুরাতন হয়ে গেলেও ভাব থাকে চির নতুন। ভাবের সৌন্দর্য ও আনন্দের অনুভূতি যত পুরাতন হয় ততোই তার গভীরতা বৃদ্ধি পায়, ততোই তা মানুষকে আবিষ্ট করে। 
"
"যে মনে উচ্চ আকাক্সক্ষা, উচ্চ আদর্শ নাই, সে মনে তেজও নাই। যে গাছে রোদ বৃষ্টি লাগে না, তাহা আরামে থাকতে পারে বটে, কিন্তু সে আরামে কেবল দুর্বলতা বাড়িয়া যায়। আমাদের জাতির মনে পার্থিব কোনো প্রকার উচ্চ আকাক্সক্ষা, রাজনীতি, রাষ্ট্রনীতির কোনো প্রবাহ নাই। এজন্যে আমাদের উচ্চশিক্ষিত লোকদিগের মধ্যেও তেমন বিশেষ তেজ, সাহস বা প্রতিভা দেখা যায় না। আমাদিগকে প্রাণপণ চেষ্টায় আমাদের বালক-বালিকাদের মনে স্বজাতির শ্রেষ্ঠত্বলাভের শক্তিতে বিশ্বাসী এবং অন্যদিকে জাতির উন্নতির চরম ও পরম লক্ষ্যে মাতোয়ারা করিতে হইবে। আমাদের সন্তানদের মনে একবার আত্মবিশ্বাস জাগাইয়া তুলিতে পারিলেই তাহারা তাহাদের গন্তব্যপথ তাহা যতই বিঘ্ন বহুল ও বিপদসংকুল হউক না কেন, যতই দুর্গম ও দুরারোহ হউক না কেন- তাহা ধরিয়াই তাহারা প্রতিষ্ঠার স্বর্ণশিখরে উপস্থিত হইবে।
","উচ্চাকাঙ্খা ও উচ্চ আদর্শের অভাবে জাতি মনের দিক থেকে দুর্বল হয়ে পড়ে। আর এ কারণেই উচ্চশিক্ষিতের মধ্যেও সাহস বা প্রতিভা লক্ষ্য করা যায় না। শিশুদের যদি স্বজাতির শ্রেষ্ঠত্বের শক্তিতে আত্মবিশ্বাসী করে তোলা যায় এবং আপন লক্ষ্যে স্থির রাখা যায় তবে তারা সাফল্যের স্বর্ণশিখরে আরোহন করবেই। 
"
"মানুষের এক বড় সৃষ্টি তার সাহিত্য। তার বৈচিত্র্যময় জীবনের অন্তধারা দিয়ে মানুষ সাহিত্যের নানা শাখাকে রসে সমৃদ্ধ করে তুলেছে। যুগ যুগ ধরে মানুষের মনোরাজ্যের লীলা খেলার কল্পলোকের বিচিত্র সূর ধ্বনিত হয়েছে। সাহিত্য সৃষ্টির গোড়া মানুষের চিন্তারাজ্যের এই যাত্রা রুদ্ধ হতে পারে না। যেখানে যে মানুষের মধ্যে এই চিন্তার স্রোতে রুদ্ধ হয়ে এসেছে, সেখানে তার জীবনও স্থবির হয়ে এসেছে। গতিহীন যে সাহিত্যের সম্মুখে অগ্রসর হতে পারে না তার অকালমৃত্যু অনিবার্য। 
","সাহিত্য মানুষের এক অনিন্দ্য সুন্দর সৃষ্টি। যুগ যুগ ধরে সাহিত্য মানুষের মনকে অবলম্বন করে হয়ে উঠেছে সমৃদ্ধ। মনের স্বাভাবিক গতি যদি রুদ্ধ হয় তবে সেই মনের মৃত্যু ঘটে। আর রূদ্ধ হওয়া মনে সাহিত্য তার খোরাক খুঁজে পায় না। 
"
"যে-সকল জিনিস অন্যের হৃদয়ে সঞ্ছারিত হইবার জন্য প্রতিভাশালী হৃদয়ের কাছে সুর, রং, ইঙ্গিত প্রার্থনা করে, যাহা আমাদের হৃদয়ের দ্বারা সৃষ্ট না হইয়া উঠিলে অন্য হৃদযের মধ্যে প্রতিষ্ঠা লাভ করিতে পারে না; তাহাই সাহিত্যের সামগ্রী। তাহা আকারে প্রকারে, ভাবে-ভাষায়, সুরে-ছন্দে মিলিয়া তবেই বাঁচিতে পারে। তাহা মানুষের একান্ত আপনার; তাহা আবিষ্কার নহে, অনুকরণ নহে, তাহা সৃষ্টি। সুতরাং তাহা একবার প্রকাশিত হইয়া উঠিলে তাহা রূপান্তর, অবস্থান্তর করা চলে না। তাহার প্রত্যেক অংশের ওপর তাহার সমগ্রতা একান্তভাবে নির্ভর করে। যেখানে তাহার ব্যত্যয় দেখা যায়, সেখানে সাহিত্য - অংশে তাহা হেয়।
","সাহিত্যের সাথে মানবহৃদয়ের সম্পর্ক অত্যন্ত ঘনিষ্ট। যে সাহিত্য হৃদয় দ্বারা সৃষ্ট সে সাহিত্যই হৃদয়ে স্থান লাভ করে। অপরের অনুকরণে নয়, আপন হৃদয়ের ভাব, ভাষা, সুর ও ছন্দের সাথে মিশে সাহিত্য জন্ম লাভ করে। আর এ সাহিত্যই হয় অমর, অক্ষয়। "
"যে আদিম মনুষ্য হিংস্র পশুর ন্যায় ক্ষুধার জ্বালায় মহারণ্যে বিচরণ করিয়া মৃগ বধপূর্বক মধ্যাহ্নে বৃক্ষমূলে কাঁচা মাংস চিবাইয়া খাইত, সেই মনুষ্যই যেদিন অপরাহ্নের অস্তাচলগামী মৃদু মধুর বর্ণচ্ছাটায় বিমুগ্ধ হইয়া কি জানি কি ভাবিয়া, একটি পবনান্দোলিত বিলম্বিত লতা হইতে সবুজ জ্যোতিপুষ্প ছিঁড়িয়া মাথার চুলে গুঁজিল, সেই দিনই তাহার বিশাল ইতিহাসের সূত্রপাত হইল। সেইদিন জানা গেল যে, মহারণ্যবাসী সিংহ, ব্যাঘ্র চিরকাল মহারণ্যেই বাস করিবে; কিন্তু তাহাদের আদিম সহচর মনুষ্য মহারণ্য বিনষ্ট করিয়া মহাসম্পদের সৃষ্টি করিবে। সেদিন জানা গেল যে সিংহ ব্যাঘ্রের কেবল পৃথিবী আছে, কিন্তু মনুষ্যের পৃথিবী ও স্বর্গ দুই-ই আছে। সেই হইতে মানুষের অনন্ত শিক্ষার, আনন্ত উন্নতির সূত্রপাত হইল।
","মানুষ প্রাণী হলেও অন্য প্রাণী থেকে সে পৃথক। মানুষের মধ্যে আছে সৌন্দর্যবোধ। এই সৌন্দর্যবোধ যেদিন মানুষের মধ্যে জাগ্রত হয়েছে সেদিন থেকে অন্য প্রাণীর সাথে তার পার্থক্য রচিত হয়েছে। মানুষের শিক্ষা এবং উন্নতির মূলসূত্রও এই সৌন্দর্যবোধ। 
"
"যে জাতির লক্ষ্য ‘সত্য’ নহে সে জাতির কোন সাধনাই সফল হবে না। ‘সত্যবর্জিত’ জাতির জীবন অন্ধকার। জাতির উন্নতির জন্য তারা বৃথাই শরীরের রক্তপাত করে, সত্যই শক্তি। এ সকল কল্যাণের মূল। এতে মানুষের সর্বপ্রকার দুঃখের মীমাংসা হয়। সত্যকে ত্যাগ করে কোন জাতি কোন দিন বড় হয়নি, হবে না। মানব জীবনের লক্ষ্যই সত্য। এটাই শান্তির ও ঐক্যের পথ। সত্যের অভাব বিরোধ ও দুঃখ সৃষ্টি করে। মানুষে মানুষে, বন্ধুতে বন্ধুতে, আত্মীয়ে আত্মীয়ে পরস্পর মতান্তর উপস্থিত হয়। সত্য বর্জন করে তোমরা কোন কাজ করতে যেও না এর ফল পরাজয়।
","সত্য জাতীয় জীবনের মূলমন্ত্র। জাতীয় জীবনে সত্যকে পরিহার করে উন্নয়ন সম্ভব নয়। শান্তি ও ঐক্য অর্জিত হয় এর মাধ্যমে। সত্যের পথ পরিহার জাতীয় জীবনে ডেকে আনে অকল্যাণ, অন্ধকার। সত্যই তাই জীবনের ব্রত হওয়া উচিত। 
"
"যে জাতি চেষ্টা দ্বারা, বুদ্ধি ও শ্রম দ্বারা কিছু উপার্জন করিতে সক্ষম না হয়, সে জাতি পৃথিবীতে টিকিয়া থাকিতে পারে না। শুধুমাত্র অনুকরণ দ্বারা স্থায়ী বস্তু লাভ করা যায় না। জ্ঞানের অনুশীলন, ধৈর্য্য, সততা ও পরিশ্রম ব্যতিরেকে কোনো কিছুই লাভ করা সম্ভব নয়। ছাত্রসমাজকে এই ব্যাপারে মনোযোগী হইতে হইবে। তাহারাই দেশের ভবিষ্যৎ নাগরিক ও জাতির মেরুদ-। তাহারাই দেশের আশা ভরসা ও মানবসভ্যতার অগ্রগতির সহিত বিশেষভাবে জড়িত। তাই প্রত্যেকটি ছাত্র-ছাত্রীকে পরিশ্রমী, মনোযোগী, কর্মঠ ও অধ্যবসায়ী হইয়া গড়িয়া উঠিতে হইবে। তাহা না হইলে জাতির জীবনের দুর্দিন ঘনাইয়া আসিবে সন্দেহ নাই।
","বুদ্ধি, শ্রম, প্রচেষ্টা, ধৈর্য এবং সততার মাধ্যমেই কোনো জাতির পক্ষে উন্নতি ও স্থায়িত্ব লাভ করা সম্ভব, অনুকরণের মাধ্যমে নয়। ছাত্ররাই দেশের ভবিষ্যৎ এবং দেশ ও জাতির মেরুদন্ড। তাই জাতির উন্নতির জন্য তাদের পরিশ্রমী, মনযোগী, কর্মঠ এবং আত্মবিশ্বাসী হয়ে গড়ে উঠতে হবে। 
"
