Text
['  এখন ছাত্রত্ব নেই এমন বয়স্ক নেতাদের কমিটিতে স্থান দিতে গিয়েই ছাত্রদলের কমিটির আকার বাড়ানো হয়েছে। কমিটি গঠনের সঙ্গে যুক্ত ছিলেন এমন একাধিক নেতার সঙ্গে কথা বলে এ কথা জানা গেছে।']
['  জনপ্রিয় ইংরেজি দৈনিক ডেইলি স্টার বন্ধ করে দেওয়ার দাবি করেছেন কয়েকজন সাংসদ। তাঁরা পত্রিকার সম্পাদক মাহ্ফুজ আনামের পদত্যাগ এবং বিচারও দাবি করেন। গতকাল রোববার সংসদে পয়েন্ট অব অর্ডারে দাঁড়িয়ে অনির্ধারিত আলোচনায় সাংসদেরা এই দাবি তোলেন।']
"['  বগুড়ার সরকারি আজিজুল হক কলেজের প্রশাসনিক ভবনের সামনে বসে গত শনিবার সকাল ১০টায় দুজন শিক্ষার্থী গল্প করছিলেন। তাঁদের একজন মার্কেটিং বিভাগের স্নাতক (সম্মান) প্রথম বর্ষের ছাত্র বখতিয়ার ওয়াদুদ। কথা প্রসঙ্গে বললেন, \\""ক্লাস হবে না, তাই গল্প করছি\\""।']"
['  চা-দোকানি বাবুল মাতবরকে আগুনে পুড়িয়ে মারার ঘটনায় ঢাকা মহানগর পুলিশ (ডিএমপি) সদর দপ্তরের কমিটি শাহ আলী থানার তৎকালীন ভারপ্রাপ্ত কর্মকর্তাসহ (ওসি) পাঁচ সদস্যকে অভিযুক্ত করেছে। তদন্ত প্রতিবেদনে এই পুলিশ সদস্যদের বিরুদ্ধে বিভাগীয় ব্যবস্থা নেওয়ার সুপারিশ করা হয়েছে।']
['  পানি-বিষয়ক একটি উচ্চপর্যায়ের প্যানেল গঠন করতে যাচ্ছে জাতিসংঘ। এই প্যানেলের সদস্য হওয়ার জন্য প্রধানমন্ত্রী শেখ হাসিনাকে প্রস্তাব দিয়েছেন জাতিসংঘের মহাসচিব বান কি মুন। শেখ হাসিনা ওই প্রস্তাব গ্রহণ করেছেন। খবর বাসসের।']
['  ফটোকপি করা তিন বইয়ের দাম ৯১ হাজার টাকা। অর্থাৎ প্রতিটি বইয়ের দাম পড়েছে ৩০ হাজার টাকার বেশি।']
"['  মুস্তাফিজুর রহমানের এশিয়া কাপ শেষ হয়ে গেল আকস্মিক চোটের হানায়। আসন্ন টি-টোয়েন্টি বিশ্বকাপের শুরুর দিকে তাঁর খেলা নিয়েও তৈরি হয়েছে অনিশ্চয়তা। এমন দুঃসংবাদের মধ্যে মুস্তাফিজুর রহমান পেলেন একটি সুসংবাদ, সুযোগ পেয়েছেন ইংল্যান্ডের কাউন্টি দলে খেলার। আগামী মে মাসে শুরু ন্যাটওয়েস্ট টি-টোয়েন্টি ব্লাস্ট টুর্নামেন্টে সাসেক্স তাদের দলে টেনেছে বাংলাদেশের এই বাঁহাতি পেসারকে। সাসেক্সের ওয়েবসাইটই কাল খবরটি নিশ্চিত করেছে। ']"
['  তারেক রহমানের শাশুড়ি হওয়ার কারণেই সৈয়দা ইকবাল মান্দ বানুর বিরুদ্ধে দুর্নীতির মামলা দেওয়া হয়েছে বলে অভিযোগ করেছেন বিএনপির ভারপ্রাপ্ত মহাসচিব মির্জা ফখরুল ইসলাম আলমগীর। তিনি অবিলম্বে দুদকের করা ‘মিথ্যা ও হয়রানিমূলক’ মামলা প্রত্যাহারের দাবি জানান।']
"['  জাতীয় পার্টির (জাপা) তৃণমূল নেতাদের সঙ্গে আজ সোমবার এরশাদের মতবিনিময় সভা সামনে রেখে আবারও উত্তপ্ত হয়ে উঠেছে দলটির ভেতরের পরিবেশ। জাপার সংসদীয় দল সিদ্ধান্ত নিয়েছে, রওশন এরশাদকে জাপার এক নম্বর কো-চেয়ারম্যান করা না হলে তাঁরা আজকের মতবিনিময় সভা বর্জন করবেন।']"
['  বাল্যবিবাহ না দেওয়া বা এই ধরনের বিয়ে নিবন্ধন না করার শপথ করেছেন টাঙ্গাইলের মির্জাপুর উপজেলার কাজি (বিবাহ ও নিকাহ রেজিস্ট্রার) ও পুরোহিতেরা। গতকাল রোববার বিকেলে ইউএনও মো. মাসুম আহমেদ তাঁদের শপথ করান। দুপুরে উপজেলা পরিষদ মিলনায়তনে মির্জাপুর পৌরসভা ও ১৪টি ইউনিয়নের কাজি ও পুরোহিতদের নিয়ে সভা হয়।']
"['  পুলিশের অতিরিক্ত মহাপরিদর্শক মোখলেসুর রহমান বলেছেন, টাঙ্গাইলের আওয়ামী লীগ নেতা ফারুক আহমেদ হত্যা মামলার অভিযুক্ত ব্যক্তিরা কে কী করেন সেটা দেখার সুযোগ নেই। তাঁরা যত প্রভাবশালীই হোন, তাঁদের গ্রেপ্তার করা হবে।']"
['  টাঙ্গাইল জেলার ঘাটাইলের হামিদপুরে সাংসদ আমানুর রহমান খানের (রানা) সমর্থনে ও তাঁর বিপক্ষে একই স্থানে সমাবেশ ডাকা নিয়ে গতকাল রোববার হামিদপুর বাজার ও বাসস্ট্যান্ড এলাকায় ১৪৪ ধারা জারি করে স্থানীয় প্রশাসন।']
"['  মুক্তিযুদ্ধে শহীদদের সংখ্যা নিয়ে বিতর্কিত মন্তব্য করায় খালেদা জিয়ার ক্ষমা চাওয়া উচিত বলে মন্তব্য করেছেন ১৪-দলীয় জোটের মুখপাত্র ও স্বাস্থ্যমন্ত্রী মোহাম্মদ নাসিম। তিনি খালেদা জিয়া ও গয়েশ্বর চন্দ্রকে উদ্দেশ করে বলেন, \\""আশ্চর্য লাগে, বিস্ময় লাগে, এঁরা কী বাংলাদেশের নাগরিক।\\""']"
['  বাংলাদেশে নবনিযুক্ত ভারতীয় হাইকমিশনার হর্ষ বর্ধন শ্রীংলা ও যুক্তরাজ্যের নবনিযুক্ত হাইকমিশনার অ্যালিসন ব্লেইক গতকাল রোববার প্রধানমন্ত্রী শেখ হাসিনার সঙ্গে সৌজন্য সাক্ষাৎ করেছেন।']
['  ১৫ মাস পর জাতীয়তাবাদী ছাত্রদলের পূর্ণাঙ্গ কেন্দ্রীয় কমিটি অনুমোদন করা হয়েছে। গঠনতন্ত্র অনুযায়ী সংগঠনটির কেন্দ্রীয় কমিটি ১৫১ সদস্যের হলেও এবার জায়গা পেয়েছেন ৭৩৬ জন।']
['  মুন্সিগঞ্জ থেকে পুরান ঢাকার ভিক্টোরিয়া পার্ক এলাকায় মেয়ের বাসায় বেড়াতে এসেছিলেন মুক্তিযোদ্ধা মো. হাবীবুল্লাহ। পথে শ্রীনগরে বাসের ভেতরে তাঁকে অচেতন অবস্থায় পাওয়া যায়। তাঁকে উদ্ধার করে প্রথমে স্থানীয় হাসপাতাল ও পরে ঢাকার মিটফোর্ড হাসপাতালে ভর্তি করা হয়। চিকিৎসাধীন অবস্থায় গতকাল শনিবার তাঁর মৃত্যু হয়।']
['  ১৯৯০ সাল থেকে এ পর্যন্ত ২৫ বছরে বাংলাদেশে খুন হয়েছেন ২৫ জন সাংবাদিক। একই সময়ে সারা বিশ্বে হত্যা করা হয়েছে ২ হাজার ২৯৭ জন সাংবাদিককে।']
['  অনেক দিন সেঞ্চুরির দেখা পাচ্ছিলেন না রকিবুল হাসান। পরশু ঘুচেছে সেই আক্ষেপ। ওয়ালটন মধ্যাঞ্চলের ব্যাটসম্যান কাল পেয়ে গেলেন তাঁর প্রথম শ্রেণির ক্যারিয়ারে দ্বিতীয় ডাবল সেঞ্চুরিও। কক্সবাজারের শেখ কামাল আন্তর্জাতিক স্টেডিয়ামে কাল সেঞ্চুরি পেয়েছেন রকিবুল-সতীর্থ তানভীর হায়দারও। তাঁদের দল মধ্যাঞ্চলও ৮ উইকেটে ৫৮৮ রানের পাহাড় গড়ে ঘোষণা করেছে ইনিংস। জবাবে দ্বিতীয় দিন শেষে ২ উইকেটে ১৪২ করেছে ইসলামী ব্যাংক মধ্যাঞ্চল।']
['  প্রবৃদ্ধির হার ৭ শতাংশে উন্নীত করতে চলমান প্রকল্পগুলো দ্রুত শেষ করার তাগিদ দিয়েছেন প্রধানমন্ত্রী শেখ হাসিনা। গতকাল শনিবার সকালে রাজধানীর ইঞ্জিনিয়ার্স ইনস্টিটিউশন মিলনায়তনে ইঞ্জিনিয়ার্স ইনস্টিটিউশন বাংলাদেশের (আইইবি) ৫৬তম কনভেনশনে প্রধান অতিথির ভাষণে প্রধানমন্ত্রী এসব কথা বলেন। খবর বাসসের। ']
['  টাঙ্গাইলে সাংসদ আমানুর রহমান খানের (রানা) সমর্থক ও তাঁর বিরোধীদের মধ্যে এখনো উত্তেজনা চলছে। আওয়ামী লীগ নেতা ফারুক আহমেদ হত্যা মামলায় আমানুর ও তাঁর ভাইদের বিচারের দাবিতে গতকাল শনিবার সাংসদের নির্বাচনী এলাকা ঘাটাইলে বিক্ষোভ করেছে সাংসদবিরোধী অংশ।']
['  যশোরের অভয়নগর উপজেলার ভুগিলহাট গ্রামে বাড়ি চিনিয়ে দেওয়ায় আসামির বাড়ির লোকজন গত শুক্রবার এক ব্যক্তিকে বেদম প্রহার করেছে বলে অভিযোগ পাওয়া গেছে। এ ঘটনায় গতকাল শনিবার থানায় সাধারণ ডায়েরি (জিডি) হয়েছে।']
"['  \\""কথা বলা ও লেখার স্বাধীনতা বন্ধ করা যাবে না। সংবাদপত্রে নির্ভয়ে লেখা ও ছবি প্রকাশের সুযোগ দিতে হবে। কোনো অদৃশ্য চাপে সংবাদ প্রকাশ বন্ধ করা হলে চোরা পথে আসা জঙ্গিবাদ-সন্ত্রাস আমাদের জীবন বিপন্ন করবে\\""। গতকাল শনিবার চট্টগ্রাম প্রেসক্লাব মিলনায়তনে সাংবাদিকদের সঙ্গে মতবিনিময় সভায় এসব কথা বলেন জাতীয় পার্টির সাংসদ জিয়াউদ্দিন আহমেদ বাবলু। সম্প্রতি তাঁকে দলের মহাসচিবের পদ থেকে অব্যাহতি দেওয়া হয়েছে।']"
['  পদত্যাগের পর আবার স্বপদে ফিরেছেন ইসলামী বিশ্ববিদ্যালয়ের সহ-উপাচার্য অধ্যাপক শাহিনুর রহমান। ব্যক্তিগত কারণ দেখিয়ে পদত্যাগের ২৭ দিন পর গতকাল শনিবার তিনি তাঁর নিজ কার্যালয়ে (সহ-উপাচার্যের কার্যালয়) অফিস করেছেন। ']
"['  পুলিশের সাম্প্রতিক বেপরোয়া আচরণের জন্য স্বরাষ্ট্রমন্ত্রী দায়ী বলে মন্তব্য করেছেন বিএনপির নেতা হাফিজউদ্দিন আহমেদ। তিনি বলেছেন, গতকালও স্বরাষ্ট্রমন্ত্রী বলেছেন, \\""পুলিশ সব সময় ভালো কাজ করে\\""। এ ধরনের ঢালাও লাইসেন্স দেওয়ার ফলেই তারা (পুলিশ) সীমা অতিক্রম করেছে। ']"
['  ১০ ফেব্রুয়ারি বুধবার বিএনপির স্থায়ী কমিটির সভা আহ্বান করা হয়েছে। বুধবার রাত সাড়ে আটটায় তাঁর গুলশানের রাজনৈতিক কার্যালয়ে এ সভা হবে। ']
['  মুক্তিযুদ্ধে শহীদের সংখ্যা নিয়ে বিএনপির চেয়ারপারসন খালেদা জিয়ার মন্তব্যের প্রতিবাদে তাঁর বাসভবন পুলিশের বাধার কারণে ঘেরাও করতে পারেনি মুক্তিযোদ্ধা সংসদ সন্তান কমান্ড। পরে সংগঠনটি সমাবেশ করে খালেদা জিয়ার বিচার দাবি করে।']
"['  সর্বোচ্চ আদালতের রায়ের পরও গত সাত বছরে সুপ্রিম কোর্টে বিচারক নিয়োগের জন্য আইন কেন করা হলো না—এ নিয়ে প্রশ্ন তুলেছেন ড. কামাল হোসেন। তিনি বলেন, ২০০৯ সালে উচ্চ আদালত থেকে বিচারক নিয়োগের জন্য সুনির্দিষ্ট আইন প্রণয়নের রায় এসেছে। কেন এত দিন ওই রায়কে উপেক্ষা করা হয়েছে, এত দিন সুপ্রিম কোর্টে কোন যোগ্যতার ভিত্তিতে বিচারক নিয়োগ হয়েছে, তা জানার অধিকার মানুষের আছে।']"
['  মৌলভীবাজারের কুলাউড়া উপজেলার শরীফপুর সীমান্ত থেকে ধরে নিয়ে যাওয়া মানসিক ভারসাম্যহীন বাংলাদেশি ইরা মিয়াকে (৬০) ফেরত দিয়েছে ভারতীয় সীমান্তরক্ষী বাহিনী (বিএসএফ)। এক মাস দুই দিন পর গত শুক্রবার রাতে তাঁকে একই সীমান্ত দিয়ে ফেরত পাঠানো হয়।']
"['  প্রতিপক্ষ বাংলাদেশ ক্রিকেট দলকে নিয়ে মহসিন খান সতর্ক করে দিলেন পাকিস্তানকে। পাকিস্তানের সাবেক এই ক্রিকেটারের চোখে বাংলাদেশ বিপজ্জনক প্রতিপক্ষ। পাকিস্তান ক্রিকেট দল এশিয়া কাপে যেভাবে খেলছে, তাতে আজকের ম্যাচে দলটির জন্য বাংলাদেশ কঠিন প্রতিপক্ষই।']"
"['  দেশে সুবিধাবঞ্চিত পথশিশু আছে সাড়ে ১১ লাখ। এর মধ্যে সাড়ে পাঁচ লাখই মাদকাসক্ত। শিশুদের মাদকাসক্তি নিয়ে আয়োজিত এক সেমিনারে এসব তথ্য উল্লেখ করা হয়। সেমিনারে আলোচকেরা বলেন, শিশুদের মাদকাসক্তি নিরসনে যে পারিপার্শ্বিক অবস্থা থাকতে হয়, তা বাংলাদেশে অপ্রতুল।']"
['  নরসিংদীর উয়ারী-বটেশ্বরের কাছাকাছি এলাকায় গতকাল শনিবার দুপুরে দেশের প্রথম প্রত্নস্থান জাদুঘর নির্মাণকাজের উদ্বোধন হয়েছে। শিবপুর উপজেলার কামরাব ধুপিরটেক এলাকায় আবিষ্কৃত বৌদ্ধ পদ্ম-মন্দিরের সংরক্ষণ এবং জাদুঘর নির্মাণের ওই কাজ উদ্বোধন করেন বিশ্ববিদ্যালয় মঞ্জুরি কমিশনের উচ্চশিক্ষা মানোন্নয়ন প্রকল্পের পরিচালক গৌরাঙ্গ চন্দ্র মহান্ত। এটি বাস্তবায়ন করছে প্রত্নতাত্ত্বিক গবেষণা কেন্দ্র ‘ঐতিহ্য অন্বেষণ’।']
"['  জলবায়ু পরিবর্তনের প্রভাব মোকাবিলা-বিষয়ক কর্মশালায় বিশেষজ্ঞরা বলেছেন, গত ১৭ বছরে দেশে আঘাত হানা পাঁচটি বড় দুর্যোগে আর্থিক ক্ষতি বাংলাদেশের জিডিপির ১৫ শতাংশ। এর জন্য দায়ী ধনী দেশগুলোর কাছে থেকে ক্ষতিপূরণ আদায়ে প্রস্তুতি দরকার। হিসাব তৈরি করে আগামী ডিসেম্বরে মরক্কো বিশ্ব জলবায়ু সম্মেলনে তুলে ধরতে হবে।']"
['  এ যেন নিজের সঙ্গে খেলা। মাথায় লাল ব্যান্ড। হাতে টেনিস র্যা কেট। চুপচাপ বল পিটিয়ে চলেছেন তিনি। আয়নার দেয়ালে বাড়ি খেয়ে বারবার বল ফিরে আসছে। লাল ছোপে ভর্তি হয়ে যাচ্ছে দেয়াল। আস্তে-ধীরে ভিড় বাড়ছে এই অদ্ভুত একাকী খেলা ঘিরে। সেদিকে ভ্রুক্ষেপ নেই শিল্পীর। তাঁর ভাষায় ‘নিজের প্রতিবিম্বের সঙ্গে নিজের খেলা’ তিনি খেলে চলছেন অবিরাম। ‘ডায়ালগ নেগোসিয়েশন’ শিরোনামের এই পারফরম্যান্সের শিল্পীর নাম কবির আহমেদ মাসুম চিশতি। খেলা থেকে চোখ সরাতেই সামনে আরেক বিচিত্র ঘটনা।']
['  রাজধানীর মোহাম্মদপুরে পুলিশের বিরুদ্ধে এক ছাত্রীকে হেনস্তার অভিযোগের প্রমাণ পায়নি পুলিশের তদন্ত কমিটি। ঘটনাস্থল এবং এর আশপাশের কেউই এ বিষয়ে মুখ খুলছেন না। ফলে ঘটনার বিচার নিয়ে সংশয় প্রকাশ করেছেন অভিযোগকারী ওই ছাত্রী।']
['  ঢাকার কেরানীগঞ্জের স্কুলছাত্র আবদুল্লাহ হত্যার বিচার হবে বিশেষ ট্রাইব্যুনালে। এ হত্যাকাণ্ডের খুনি মোতাহার বাংলাদেশের যে প্রান্তে থাকুক না কেন তাকে গ্রেপ্তার করা হবে।']
['  ২০৫০ সালে দেশের বর্ধিত জনসংখ্যার খাদ্যের চাহিদা পূরণের জন্য চালের প্রয়োজন হবে ৪ কোটি ৪৬ লাখ মেট্রিক টন। আর গত পাঁচ বছরের চালের উৎপাদন বৃদ্ধির হার অব্যাহত থাকলে এই পরিমাণ চাল উৎপাদন করে তখন দেশে ২ কোটি ৬০ লাখ মেট্রিক টন চাল উদ্বৃত্ত থাকবে।']
['  দলীয় শৃঙ্খলা ভঙ্গের অভিযোগে নারায়ণগঞ্জের রূপগঞ্জ উপজেলা পরিষদের চেয়ারম্যান ও উপজেলা আওয়ামী লীগের সাধারণ সম্পাদক শাজাহান ভূঁইয়াকে দলীয় পদ থেকে অব্যাহতির সিদ্ধান্ত নিয়েছে স্থানীয় আওয়ামী লীগ।']
"['   ‘দৃষ্টিজুড়ে স্বপ্ন শিখর, যুগান্তরের গান’ এই স্লোগান সামনে রেখে জাহাঙ্গীরনগর থিয়েটার ১১ দিনব্যাপী সাংস্কৃতিক উৎসবের আয়োজন করেছে। গতকাল শনিবার শুরু হয়েছে এই উৎসব।']"
"['  সংস্কৃতিমন্ত্রী আসাদুজ্জামান নূর বলেছেন, সোনারগাঁয়ের পানাম নগর ও বড় সর্দার বাড়ি পর্যটকদের জন্য আকর্ষণীয় স্থান। দক্ষিণ কোরিয়ার সহায়তায় বড় সর্দার বাড়ির মতো পানাম নগরও সংস্কার করা হবে।']"
"['   ‘শিশুটি মরে গেছে’ বলে শিল্পী আজম খান চিৎকার করে উঠেছিলেন ‘হায় আমার বাংলাদেশ’ বলে। আমরা এখন কাকে ডাকব? লাগাতার শিশুহত্যার লানতের মুখে সমাধান নেই, হা–হুতাশ আছে। চিৎকার নেই, পরিসংখ্যান আছে। গত চার বছরে ১ হাজার ৮৫ জন শিশু হত্যার শিকার, আর এ বছরের প্রথম দুই মাসেই ৪৯ জন! এ যোগফল কেবল থানায় আসা ঘটনার। মধ্যবিত্তের নিচের ও ওপরের অনেক ঘটনাই পরিসংখ্যানের বাইরে থেকে যায়। তাহলেও এ নিষ্পাপ জীবনগুলো এভাবে সংখ্যা হয়ে যেতে পারে না। প্রতিটি মুখ, প্রতিটি নাম একেকটা করে ভােলাবাসার সিন্দুক, একেকটা স্মৃতির ঝলক। মাহমুদুল হকের একটি ছোট গল্পের নাম ‘প্রতিদিন একটি রুমাল’! প্রতিদিন প্রায় একটি করে শিশুহত্যা হচ্ছে দেশে! ']"
['  ব্রাহ্মণবাড়িয়ার আখাউড়ায় এক ব্যক্তিকে জীবন্ত মাটিচাপা দেওয়ার ঘটনা ঘটেছে। গতকাল শনিবার সন্ধ্যায় এ ঘটনা ঘটে পৌর শহরের খড়মপুর বাইপাস এলাকায়। তবে মাটিচাপা শেষ হওয়ার কয়েক মিনিটের মধ্যে পুলিশ মাটি খুঁড়ে ওই ব্যক্তিকে উদ্ধার করেছে।']
['  সাংবাদিক ফরহাদ খাঁ দম্পতি হত্যাকারীদের ফাঁসির রায় দ্রুত কার্যকরের দাবি জানিয়েছে সাংবাদিক ফরহাদ খাঁ স্মৃতি ফাউন্ডেশন। গতকাল শনিবার বেলা ১২টায় জাতীয় প্রেসক্লাবের সামনে আয়োজিত এক মানববন্ধন কর্মসূচি থেকে এ দাবি করা হয়।']
"['  চা-দোকানি বাবুল মাতবর (৫০) সবকিছুর ঊর্ধ্বে চলে গেছেন। তাঁর কাছে কেউ আর চাঁদা চাইতে পারবে না। চাঁদা না পেয়ে কেউ লাথি মেরে জ্বলন্ত চুলার ওপর ফেলে দিতে পারবে না। কারণ, পুড়ে অঙ্গার বাবুল গতকাল বৃহস্পতিবার দুপুরে ঢাকা মেডিকেল কলেজ হাসপাতালের বার্ন ইউনিটে মারা গেছেন।']"
['  পদচারী-সেতু ব্যবহার না করে রাস্তা পার হয়ে ‘গণ-উপদ্রব’ সৃষ্টির অভিযোগে ৮১ জনকে জরিমানা করেছেন ঢাকা মহানগর পুলিশের (ডিএমপি) ভ্রাম্যমাণ আদালত। গতকাল বৃহস্পতিবার সকাল সাড়ে ১০টা থেকে বেলা দেড়টা পর্যন্ত বাংলামোটর সিগন্যালে ওই আদালত পরিচালিত হয়।']
['  এখন বাজারে মোটা চালের কেজি ৩০ থেকে ৩২ টাকা। আর খাদ্য অধিদপ্তর খোলাবাজারে বিক্রি করছে ২০ টাকায়। কিন্তু এই চালের মান পড়ে যাওয়ায় সহজে বিক্রি হচ্ছে না। তাই ৩২ টাকা কেজি দরে কেনা এই চাল এখন ১৫ টাকায় বিক্রির পরিকল্পনা করছে খাদ্য মন্ত্রণালয়।']
['  দলকে সরকার থেকে যতটুকু সম্ভব আলাদা করার পরিকল্পনা আছে আওয়ামী লীগের। আগামী জাতীয় নির্বাচন সামনে রেখে সাংগঠনিক কর্মকাণ্ডে গতি আনতে এবং সরকার ও দলের মধ্যে ভারসাম্য রক্ষার লক্ষ্যে এ পরিকল্পনা বিবেচনায় নেওয়া হয়েছে। তবে সবকিছুই নির্ভর করছে দলীয় প্রধান শেখ হাসিনার শেষ মুহূর্তের চিন্তার ওপর। আওয়ামী লীগের নীতি নির্ধারণী পর্যায়ের একাধিক নেতার সঙ্গে কথা বলে এ তথ্য পাওয়া গেছে।']
"['  বাম রাজনীতি, কৃষক রাজনীতির অন্যতম ঘাঁটি পাঁচবিবি ও আক্কেলপুর, আপন কর্মে তাদের খ্যাতি। বিভাগপূর্বকাল থেকে এ দুই অঞ্চল পূর্বোক্ত রাজনীতির শক্ত ঘাঁটি। এ অঞ্চলে, বিশেষ করে বামধারায় প্রভাবিত কৃষক আন্দোলনের ভিত গড়ে তোলার ক্ষেত্রে সে সময় ডা. আবদুল কাদের চৌধুরীর অবদান প্রবাদপ্রতিম। বিভাগ-উত্তর সময়ে পাঁচবিবির নাম বারবার রাজনীতিতে উঠে আসে মাওলানা আবদুল হামিদ খান ভাসানীর কল্যাণে।']"
['  টাঙ্গাইল থেকে নির্বাচিত আওয়ামী লীগের সাংসদ আমানুর রহমান খান (রানা) ও তাঁর ভাইদের বিরুদ্ধে দায়ের করা মুক্তিযোদ্ধা ফারুক আহমেদ হত্যা মামলাটি দ্রুত বিচার ট্রাইব্যুনালে পাঠানোর প্রক্রিয়া শুরু করেছে জেলা পুলিশ। এখন তাঁদের দ্রুত গ্রেপ্তার দাবি করেছেন আওয়ামী লীগের স্থানীয় নেতারা।']
['  যুব বিশ্বকাপে বাংলাদেশের কাছে ‘কোয়ার্টার ফাইনাল’ যেন বারমুডা ট্রায়াঙ্গাল! এই ধাপটায় এসে কেন যেন বারবার পথ হারিয়ে ফেলেন যুবারা। এর আগে এমনটা ঘটেছে তিনবার। যুবাদের সামনে আবারও আরেকটি কোয়ার্টার ফাইনাল। এবার বাংলাদেশকে চ্যালেঞ্জ জানাচ্ছে নেপাল। মিরাজ-নাজমুলরা কি আজ পারবেন পূর্বসূরিদের ছাড়িয়ে যেতে?']
['  সুদীপ্ত দত্ত অর্জুন নামে এক কিশোরের লাশ আজ মঙ্গলবার সকালে ধানমন্ডি লেক থেকে উদ্ধার করেছে পুলিশ। সুদীপ্ত রাজধানীর রাইফেলস স্কুল অ্যান্ড কলেজের শিক্ষার্থী। সে এ বছরের এইচএসসি পরীক্ষার্থী।']
